range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range3,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range3,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range3,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range3,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range3,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range3,range1,range1,Iris-setosa
range1,range3,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range1,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range3,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range3,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range3,range1,range1,Iris-setosa
range1,range2,range1,range1,Iris-setosa
range1,range1,range2,range2,Iris-versicolor
range1,range1,range2,range2,Iris-versicolor
range1,range1,range2,range2,Iris-versicolor
range1,range1,range2,range2,Iris-versicolor
range1,range1,range2,range2,Iris-versicolor
range1,range1,range2,range2,Iris-versicolor
range1,range2,range2,range2,Iris-versicolor
range1,range1,range2,range2,Iris-versicolor
range1,range1,range2,range2,Iris-versicolor
range1,range1,range2,range2,Iris-versicolor
range1,range1,range2,range2,Iris-versicolor
range1,range1,range2,range2,Iris-virginica
range2,range3,range1,range1,Iris-setosa
range2,range3,range1,range1,Iris-setosa
range2,range3,range1,range1,Iris-setosa
range2,range2,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range2,range2,range3,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range2,range3,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range1,range3,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range2,range2,range2,Iris-versicolor
range2,range1,range2,range2,Iris-versicolor
range2,range2,range3,range3,Iris-virginica
range2,range1,range3,range3,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range2,range1,range3,range3,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range2,range1,range3,range3,Iris-virginica
range2,range1,range3,range3,Iris-virginica
range2,range1,range3,range3,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range2,range1,range3,range2,Iris-virginica
range2,range1,range2,range3,Iris-virginica
range2,range1,range2,range3,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range2,range1,range2,range3,Iris-virginica
range2,range2,range2,range3,Iris-virginica
range2,range1,range3,range3,Iris-virginica
range2,range1,range3,range3,Iris-virginica
range2,range1,range3,range2,Iris-virginica
range2,range1,range3,range2,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range2,range2,range2,range3,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range2,range1,range3,range3,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range2,range1,range3,range3,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range2,range2,range3,range3,Iris-virginica
range3,range2,range2,range2,Iris-versicolor
range3,range2,range2,range2,Iris-versicolor
range3,range1,range2,range2,Iris-versicolor
range3,range2,range3,range3,Iris-virginica
range3,range2,range3,range3,Iris-virginica
range3,range2,range3,range3,Iris-virginica
range3,range2,range3,range3,Iris-virginica
range3,range2,range3,range3,Iris-virginica
range3,range3,range3,range3,Iris-virginica
range3,range1,range3,range3,Iris-virginica
range3,range2,range3,range3,Iris-virginica
range3,range1,range3,range3,Iris-virginica
range3,range2,range3,range3,Iris-virginica
range3,range2,range3,range2,Iris-virginica
range3,range1,range3,range3,Iris-virginica
range3,range3,range3,range3,Iris-virginica
range3,range2,range3,range3,Iris-virginica
range3,range2,range3,range3,Iris-virginica
range3,range2,range3,range3,Iris-virginica
range3,range2,range3,range3,Iris-virginica
